AFG,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
OWID_CYN,Asia,Northern Cyprus,8/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302854,160361,142493,,,2206,79.23,41.95,37.28,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531,,,,,6622,1127,0.295,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857,,,,,7475,1204,0.315,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3182,,,,,8325,1281,0.335,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508,,,,,9178,1359,0.356,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3833,,,,,10028,1436,0.376,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4159,,,,,10881,1513,0.396,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491206,227155,223142,40909,,4485,128.51,59.43,58.38,10.7,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,,,,,10844,1627,0.426,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806,,,,,9957,1664,0.435,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467,,,,,9070,1700,0.445,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,,,,,8184,1737,0.454,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789,,,,,7297,1774,0.464,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,,,,,6410,1810,0.474,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546076,275175,258587,46158,,2110,142.87,71.99,67.65,12.08,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,,,,,5021,1606,0.42,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,,,,,4518,1365,0.357,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535,,,,,4016,1124,0.294,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,,,,,3516,883,0.231,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152,,,,,3014,642,0.168,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,,,,,2512,401,0.105,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551457,276296,261431,47948,,769,144.27,72.29,68.4,12.54,2012,160,0.042,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,,,,,2012,141,0.037,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,2014,122,0.032,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,,,,,2017,103,0.027,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,,,,,2020,84,0.022,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,2022,65,0.017,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,2022,46,0.012,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556876,276487,263291,51741,,774,145.69,72.34,68.88,13.54,2025,27,0.007,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,,,,,2114,47,0.012,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,,,,,2203,67,0.018,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,,,,,2292,86,0.022,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,,,,,2378,106,0.028,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,,,,,2467,126,0.033,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,,,,,2556,145,0.038,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563953,277641,265245,56061,,1011,147.54,72.64,69.39,14.67,2645,165,0.043,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,,,,,2873,175,0.046,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,,,,,3103,186,0.049,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273,,,,,3330,197,0.052,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,,,,,3558,207,0.054,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448,,,,,3788,218,0.057,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535,,,,,4016,228,0.06,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575309,279313,268242,62976,,1622,150.51,73.07,70.18,16.48,4244,239,0.063,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249,,,,,5884,308,0.081,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876,,,,,7524,376,0.098,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3503,,,,,9165,445,0.116,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130,,,,,10805,514,0.134,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4757,,,,,12445,583,0.153,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5384,,,,,14086,652,0.171,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,11/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617389,284357,275988,80243,,6011,161.52,74.39,72.2,20.99,15726,721,0.189,,,,,,,,,,,,,,,,,,,,
